Date,Revenue,Marketing Spend (Google),Marketing Spend (LinkedIn),Marketing Spend (Campus),Marketing Spend (Events),Operational Costs,Number of Enrollments,Retention Rates,Seasonal Trends,Conversions (Google),Conversions (LinkedIn),Conversions (Campus),Conversions (Events),Leads Generated (Google),Leads Generated (LinkedIn),Leads Generated (Campus),Leads Generated (Events),Customer Acquisition Cost (Google),Customer Acquisition Cost (LinkedIn),Customer Acquisition Cost (Campus),Customer Acquisition Cost (Events),Payment Terms,Fixed Costs,Variable Costs,Liabilities
2020-08-01,25963.83,2431.26,3925.0,1426.23,1599.07,3636.86,52,0.88,Low,11,7,8,7,20,14,10,15,90.93,172.31,157.12,171.07,90 days,4781.6,1694.11,3071.35
2020-08-02,26621.17,3591.27,2865.93,1922.3,778.47,7118.62,53,0.89,Low,12,8,11,6,23,18,9,10,188.0,62.71,75.89,209.58,60 days,4505.94,1575.07,3732.32
2020-08-03,22732.79,1491.68,3790.54,2704.27,1382.92,5049.19,36,0.76,Medium,8,9,2,6,17,13,6,13,173.71,145.51,243.92,79.74,30 days,3542.15,2717.81,2951.87
2020-08-04,32885.79,4554.64,1770.83,2854.76,2828.42,7954.01,44,0.83,Medium,14,5,3,8,20,20,7,15,123.11,195.05,157.54,107.35,60 days,3338.42,2497.38,3442.03
2020-08-05,28485.46,3012.34,3302.05,2348.91,3166.54,5361.4,35,0.79,Low,7,13,2,5,22,18,8,10,118.06,176.45,211.81,164.69,30 days,4060.95,2726.2,3048.99
2020-08-06,25056.0,2797.4,3250.75,716.55,1242.43,5769.18,51,0.89,High,14,10,7,6,26,13,10,11,175.1,196.13,184.29,83.97,90 days,3993.84,2745.8,4966.76
2020-08-07,25506.39,3343.46,3013.3,2172.89,1944.29,5648.87,33,0.86,Low,5,12,9,4,31,16,12,10,153.57,83.74,181.48,214.4,60 days,2244.04,2459.32,1829.96
2020-08-08,29804.0,3499.14,3890.04,1525.76,1963.94,4608.69,47,0.82,Medium,11,4,4,6,16,17,8,13,152.5,175.02,124.56,162.84,30 days,2836.81,1115.13,4566.17
2020-08-09,21979.95,1287.1,2059.38,1676.75,3133.37,3375.11,45,0.89,High,13,9,4,4,25,15,13,13,132.24,135.05,229.68,161.52,60 days,3315.68,1191.29,2858.08
2020-08-10,25777.34,3730.47,1218.3,622.87,2812.12,7478.26,53,0.76,Low,10,8,5,5,19,19,8,10,179.35,111.71,123.95,74.22,30 days,3682.44,1146.66,1100.72
2020-08-11,20973.77,1967.73,2949.47,977.66,2087.92,7013.38,43,0.89,Medium,6,7,2,4,14,9,13,12,78.42,116.92,241.27,134.52,90 days,2574.45,1495.88,4911.91
2020-08-12,29739.36,3855.81,3133.79,2476.28,2545.17,3697.63,40,0.92,Low,16,6,7,7,16,13,11,7,179.28,76.31,77.09,97.16,90 days,2959.77,2727.7,4477.91
2020-08-13,29744.78,4290.14,2640.19,1634.9,3057.33,6883.84,31,0.92,Low,7,9,4,6,13,8,13,8,128.11,171.51,90.65,198.41,60 days,3512.82,1076.58,1294.31
2020-08-14,24271.49,4215.83,1461.82,1254.16,627.66,6129.23,62,0.9,Low,10,5,6,7,21,9,7,6,143.2,161.1,200.78,120.46,30 days,4702.65,1113.16,2534.06
2020-08-15,22652.75,3210.0,2414.26,1460.05,1768.38,5045.72,38,0.8,High,12,8,5,7,17,14,16,13,194.36,84.42,179.57,131.5,90 days,3164.29,1235.22,4454.03
2020-08-16,29337.96,3080.68,1799.01,2636.0,3231.01,4270.11,60,0.95,Medium,5,9,5,11,21,17,17,13,113.68,147.08,199.07,170.71,30 days,2883.65,2156.7,3026.57
2020-08-17,26566.78,1571.5,2167.89,2372.5,2746.91,7298.64,63,0.79,Medium,13,6,2,7,16,12,14,15,150.2,80.75,185.49,183.37,90 days,4558.71,1638.31,4695.68
2020-08-18,32152.42,4101.38,2864.7,1180.79,2174.24,6500.94,58,0.86,Low,12,12,6,3,12,23,13,12,128.32,110.14,164.9,195.35,30 days,2695.1,2881.63,3384.86
2020-08-19,24071.86,2085.64,3184.69,793.75,2135.97,5738.7,59,0.74,Low,6,10,8,7,14,15,10,11,189.74,67.06,75.61,93.85,30 days,3812.85,1270.64,4238.8
2020-08-20,23705.62,2986.78,1543.12,1130.0,1608.53,6047.84,47,0.95,Low,11,5,5,8,23,24,8,11,123.15,159.37,215.6,108.32,30 days,3240.98,2609.16,2800.66
2020-08-21,23431.74,2137.1,2097.04,2801.89,2109.51,3455.33,45,0.88,High,8,9,3,6,22,14,10,12,88.42,61.99,161.83,80.24,30 days,4720.89,2289.71,1370.88
2020-08-22,19758.13,1535.31,1661.32,1953.97,2500.61,5369.6,40,0.89,Medium,10,8,5,5,22,17,7,9,122.41,101.72,89.05,206.31,90 days,4060.16,2306.33,1907.99
2020-08-23,24703.2,3518.23,1435.62,1833.7,1813.25,3968.5,45,0.72,Low,8,6,9,9,27,18,8,9,187.51,102.67,104.65,117.05,30 days,4662.85,1703.55,1542.47
2020-08-24,23891.9,1217.33,3306.84,1990.98,2671.04,4041.92,48,0.89,Medium,15,6,2,4,20,13,14,16,125.11,179.74,189.16,85.81,30 days,3981.14,1009.05,4207.39
2020-08-25,31694.59,3994.58,3709.61,1415.07,3097.57,6306.52,46,0.89,Low,15,7,7,6,25,13,11,5,71.92,132.1,83.86,116.37,60 days,3686.13,1733.04,4694.74
2020-08-26,23547.14,2270.35,1984.74,2517.77,1048.59,7556.28,59,0.87,Medium,10,8,4,3,14,15,13,13,131.24,151.71,226.51,74.43,90 days,3250.43,2202.76,1922.59
2020-08-27,22277.15,1000.54,3204.09,1808.22,1909.49,5018.78,47,0.77,Low,13,4,7,6,12,20,11,8,108.14,99.85,212.33,203.04,60 days,3837.07,2474.7,2286.8
2020-08-28,29763.47,3044.52,3670.38,791.87,1783.26,4038.75,62,0.82,High,14,9,8,8,23,17,6,13,147.47,147.62,125.14,112.36,60 days,4361.26,2106.04,3958.93
2020-08-29,20889.15,1187.41,3507.6,822.66,2593.65,6243.73,44,0.73,Low,13,8,3,5,23,20,10,10,86.2,83.87,229.03,122.76,30 days,3293.86,2962.15,2733.62
2020-08-30,20084.77,2104.68,1385.0,1842.15,1324.62,7355.94,48,0.82,Low,8,8,3,9,17,12,7,11,98.34,218.78,229.33,220.16,60 days,3915.55,2173.1,4240.86
2020-08-31,35178.81,3827.91,3860.13,2841.43,2456.73,6741.59,58,0.76,Low,9,8,7,2,22,18,12,16,127.49,142.72,220.81,96.24,30 days,3330.29,1166.13,2273.81
2020-09-01,24329.29,1250.76,2005.36,1270.88,3144.72,7343.79,56,0.79,Low,10,12,6,5,23,10,10,12,67.74,200.7,125.38,98.66,60 days,2288.73,2710.0,3110.26
2020-09-02,29250.74,4357.35,1885.57,2673.85,1812.58,5682.77,60,0.74,Low,9,9,8,4,16,12,15,17,81.58,76.91,188.06,157.48,90 days,3684.78,2305.59,4335.96
2020-09-03,21395.19,1015.28,999.78,2410.24,3241.95,6759.38,48,0.76,Medium,12,7,8,5,15,15,7,14,170.2,154.47,151.26,225.43,90 days,2195.02,2034.19,2399.68
2020-09-04,23592.92,1987.3,2355.76,1119.53,3480.17,3700.32,47,0.72,Medium,10,5,4,3,31,19,8,10,190.88,167.37,167.0,213.69,60 days,3791.43,2558.24,3564.91
2020-09-05,21872.45,3963.62,1148.84,590.85,907.67,4741.37,53,0.93,High,8,5,5,5,24,8,12,15,195.43,186.23,143.74,162.83,60 days,4517.79,2380.58,3584.9
2020-09-06,21212.4,2265.08,1595.33,754.62,1275.85,4947.75,51,0.83,Low,7,4,6,2,18,15,12,11,190.59,137.75,70.72,199.02,90 days,2466.96,2897.66,2407.72
2020-09-07,24853.93,1407.57,1814.22,2321.23,3356.1,5556.48,44,0.8,Medium,9,8,3,3,15,17,13,13,191.3,65.77,71.8,145.46,30 days,3788.77,1928.37,3974.35
2020-09-08,26258.37,2440.94,3388.24,999.17,3379.15,7645.38,42,0.83,Medium,8,13,4,2,21,13,9,9,173.16,101.79,209.11,136.71,60 days,2176.72,2421.47,3114.18
2020-09-09,21758.32,2081.57,3601.56,1428.18,883.35,7371.48,44,0.86,Low,5,6,6,12,16,22,12,15,160.34,104.9,240.35,131.08,30 days,2813.48,1918.27,3376.15
2020-09-10,23314.71,4370.85,1767.89,1754.25,643.5,3672.63,49,0.93,Low,13,11,5,6,28,15,11,9,84.78,110.95,111.33,140.0,30 days,2377.57,1556.1,2562.21
2020-09-11,24505.38,2253.39,3547.83,2313.67,1067.19,3863.95,39,0.74,High,9,11,5,7,19,10,6,14,116.26,74.75,167.98,181.64,30 days,2074.56,1638.98,1359.83
2020-09-12,30516.31,4155.73,3543.14,783.08,3488.44,4788.2,48,0.77,High,4,11,6,7,27,23,7,14,109.69,60.1,125.09,200.54,90 days,4536.39,2184.04,3793.4
2020-09-13,32091.42,4567.49,3246.88,1515.92,1122.0,4453.72,54,0.94,Medium,17,3,6,6,14,13,9,16,159.55,143.15,155.96,160.04,90 days,3229.84,1360.94,2372.11
2020-09-14,23722.48,2735.27,1269.42,1712.68,2057.39,6073.85,52,0.79,High,10,8,4,3,28,25,8,9,121.31,177.89,91.27,208.38,60 days,2454.05,2010.78,3433.89
2020-09-15,32888.07,4639.77,3009.03,1852.07,3060.41,7513.88,51,0.71,Medium,9,6,9,5,10,20,6,15,104.03,96.82,200.57,170.39,60 days,3905.75,2386.8,4631.46
2020-09-16,25490.13,2509.27,3824.08,2545.9,659.16,7811.46,44,0.74,High,12,9,6,9,23,21,8,15,172.11,171.01,162.93,197.45,90 days,4703.95,2072.89,4339.88
2020-09-17,32660.01,4856.31,2984.13,929.2,2353.02,6268.01,59,0.71,Low,7,7,0,5,23,20,9,9,162.49,176.98,125.57,178.79,30 days,3504.63,2125.04,3517.03
2020-09-18,20677.13,1357.16,1861.17,2519.58,1403.37,7190.8,45,0.95,High,12,10,2,5,17,15,12,14,105.32,125.8,189.44,192.67,60 days,4487.94,1425.04,1909.83
2020-09-19,30915.52,3748.08,2401.85,2232.2,3100.77,5626.01,55,0.77,Medium,11,6,5,9,27,14,10,7,112.9,144.01,162.02,68.14,60 days,4527.98,2315.31,3065.32
2020-09-20,27253.06,2975.26,2866.32,1889.68,1422.04,4041.63,63,0.93,High,12,14,1,8,16,16,8,10,183.98,110.24,142.77,208.09,90 days,4251.07,2194.84,2499.42
2020-09-21,24903.03,2550.6,2433.83,2248.82,2591.59,5623.44,47,0.95,Medium,12,6,5,5,20,9,4,10,159.9,120.04,165.98,211.18,60 days,2825.11,2066.88,3364.23
2020-09-22,25277.82,3530.85,1183.85,1530.04,2555.24,5775.41,44,0.85,Medium,8,7,3,5,19,14,16,7,153.5,154.26,241.66,203.82,60 days,3403.37,2392.18,3925.34
2020-09-23,21669.76,3815.43,1798.6,845.99,1242.33,6712.29,42,0.71,High,15,13,5,6,23,17,6,11,156.76,117.91,82.47,185.48,60 days,2436.25,2401.97,3905.05
2020-09-24,19326.74,1017.45,3367.67,2164.41,700.92,4099.41,51,0.72,High,12,11,7,6,25,15,8,10,65.35,140.17,236.32,194.94,30 days,4760.93,2384.03,1227.85
2020-09-25,23306.37,1667.81,3556.54,1811.68,1786.82,4841.55,46,0.82,Medium,11,6,7,4,23,16,9,9,134.53,179.0,92.74,94.9,90 days,3975.14,1281.18,2491.12
2020-09-26,25116.85,3852.18,1239.36,2098.44,1438.66,4820.14,50,0.8,Low,10,12,6,10,11,19,13,11,93.65,214.34,107.15,72.86,30 days,2016.88,2177.98,2560.2
2020-09-27,32007.69,3665.54,3847.64,1345.0,2946.04,7797.2,55,0.85,High,6,8,6,7,26,14,12,8,62.72,202.57,246.25,112.81,90 days,4399.44,2397.56,1749.06
2020-09-28,33684.94,4864.19,1852.23,2767.17,2921.06,5219.72,49,0.81,Medium,6,12,1,6,19,17,10,16,159.66,206.32,215.81,138.0,30 days,2043.66,2216.73,2946.68
2020-09-29,28602.43,4044.15,2919.4,1968.42,1925.37,6775.47,45,0.93,Low,8,8,7,6,13,8,14,15,95.65,205.79,133.31,109.68,60 days,3836.86,1385.81,2116.35
2020-09-30,30311.02,4803.09,3205.84,713.51,2358.89,6754.06,48,0.83,Medium,11,12,6,6,16,12,15,10,96.51,98.65,142.85,208.66,30 days,3320.03,1047.69,2389.57
2020-10-01,30088.72,3810.16,3398.23,1624.51,2352.35,4327.72,41,0.87,High,5,12,5,5,15,18,10,20,145.98,211.43,123.84,224.13,30 days,2625.39,2217.0,3290.37
2020-10-02,29715.98,2192.21,3826.4,2390.89,2998.76,5859.35,51,0.92,Medium,8,8,3,5,25,10,13,10,149.94,95.58,110.53,192.18,90 days,4262.7,1440.92,4389.79
2020-10-03,24304.25,1421.46,1801.34,2485.34,1832.51,7471.51,58,0.74,Medium,8,12,6,7,21,24,10,7,121.11,198.27,80.96,143.64,60 days,4995.85,2655.23,2713.31
2020-10-04,29770.32,4127.3,3547.22,1736.49,1398.8,5375.99,51,0.76,Medium,10,6,3,6,20,18,9,13,133.47,152.97,76.06,89.05,90 days,4109.29,2870.77,3160.45
2020-10-05,27288.32,3576.6,1221.4,2736.87,1368.6,7725.59,62,0.73,High,12,3,3,3,19,8,7,12,177.33,194.19,160.29,208.89,60 days,4422.82,2677.05,4180.92
2020-10-06,20176.95,1192.74,3056.13,1169.17,2154.96,4072.29,48,0.73,Low,8,6,7,1,16,11,8,17,66.06,217.16,165.42,203.93,60 days,4738.43,1341.0,2718.88
2020-10-07,25323.72,2440.2,3174.33,1526.5,1902.53,3370.8,49,0.83,Low,12,9,4,6,22,17,8,13,59.8,200.11,207.08,91.78,60 days,3324.09,2636.93,2544.73
2020-10-08,32237.76,4827.2,2968.71,2746.49,1876.35,7457.27,47,0.78,Low,9,7,3,10,20,15,9,5,148.44,190.64,87.12,73.04,30 days,3915.16,1357.03,3663.7
2020-10-09,23000.0,3001.6,1607.41,2740.64,864.3,7238.41,58,0.81,Low,9,7,5,2,20,19,16,13,140.57,93.04,162.65,213.33,30 days,3595.55,1596.32,2083.51
2020-10-10,29016.78,2730.92,3593.74,2214.28,2683.95,7962.95,49,0.95,High,10,8,5,5,11,19,8,10,77.89,197.59,236.4,200.62,60 days,2948.94,2656.45,1113.94
2020-10-11,22746.32,2830.8,1340.35,2647.45,1219.84,6396.97,44,0.74,Medium,9,12,4,6,19,11,8,10,128.28,86.52,223.48,219.15,90 days,2192.91,1290.52,1537.64
2020-10-12,15941.28,1835.53,971.63,721.93,1171.17,7683.44,52,0.84,Low,4,5,6,0,29,17,13,16,161.85,142.03,166.22,124.05,90 days,4573.23,1375.66,2101.97
2020-10-13,29285.4,2474.83,3095.89,2662.49,1797.0,7134.75,59,0.72,Low,3,7,3,6,21,19,9,10,159.76,140.38,94.05,173.56,30 days,2306.44,2690.19,4237.25
2020-10-14,20873.41,2479.25,2321.52,1301.55,1260.56,7222.13,47,0.78,High,11,9,3,4,17,8,14,15,139.36,143.0,98.09,207.59,90 days,3687.79,2974.32,1842.05
2020-10-15,24306.1,1209.42,3517.11,945.83,2293.19,5845.71,57,0.83,Medium,6,6,8,8,23,17,15,10,69.57,175.7,155.92,121.34,60 days,2094.51,2271.71,3482.69
2020-10-16,29248.28,4070.27,2026.87,1098.42,1677.24,4911.82,57,0.94,Medium,10,6,3,5,22,16,10,15,95.6,123.37,181.12,143.3,90 days,3607.1,2234.71,2237.31
2020-10-17,21800.59,2666.02,1338.49,1544.92,1901.84,7672.79,43,0.8,Low,11,5,8,9,24,14,8,12,110.87,133.06,246.15,152.73,60 days,2170.5,2081.15,1235.31
2020-10-18,28674.9,4288.72,3476.62,1127.98,2157.79,5160.59,39,0.72,Low,10,6,4,4,17,21,12,18,168.24,165.44,219.63,69.83,90 days,4123.63,1489.13,4328.57
2020-10-19,25617.12,4401.39,2556.51,1301.42,1190.25,5694.1,36,0.8,Medium,10,9,7,3,20,11,10,10,131.57,169.18,144.59,201.68,30 days,3779.94,1075.59,4734.03
2020-10-20,19562.57,1847.98,1405.43,837.45,1051.68,5230.57,52,0.74,High,11,13,3,2,15,13,10,12,159.98,130.01,133.03,220.73,90 days,4155.2,1900.61,1665.07
2020-10-21,29786.93,3629.41,3105.23,1240.44,3153.22,5824.09,48,0.76,Medium,10,7,3,4,27,10,14,18,188.53,68.34,72.43,133.83,30 days,3698.13,2693.91,3039.02
2020-10-22,23505.88,2889.13,2435.56,1930.71,1857.8,5352.53,44,0.85,Medium,10,4,3,3,18,16,7,17,143.59,101.45,71.39,165.84,90 days,4236.05,2777.12,2151.46
2020-10-23,27852.27,4520.63,2733.8,1604.63,1795.07,3239.84,41,0.72,Low,18,9,7,3,23,17,10,6,85.57,211.04,155.4,154.37,30 days,3099.46,2011.17,3199.53
2020-10-24,21378.89,1862.96,2274.87,1366.8,703.28,7410.24,63,0.82,High,10,9,7,5,16,20,16,10,70.94,208.39,82.47,122.4,90 days,2982.78,2879.35,3809.76
2020-10-25,30746.02,3711.25,3451.87,2366.13,2044.13,5221.97,51,0.85,High,15,6,3,4,16,16,14,6,50.08,163.94,98.14,78.6,60 days,3482.3,2127.7,4938.2
2020-10-26,31770.84,3431.01,3454.6,2733.77,2207.09,5944.72,46,0.81,High,6,6,0,6,28,17,10,11,76.34,89.64,246.47,150.82,90 days,3513.85,2518.93,2393.44
2020-10-27,24930.84,2181.21,3070.04,2391.97,2220.64,3695.94,42,0.7,Low,11,8,3,4,25,8,5,14,90.38,75.31,199.1,105.28,90 days,3017.11,1883.83,2017.81
2020-10-28,21368.61,1546.4,1137.28,1330.0,2650.39,3016.94,43,0.95,High,14,7,5,6,17,13,11,15,90.47,211.92,151.41,172.64,90 days,3486.82,1164.27,3673.26
2020-10-29,27804.48,3606.56,3484.33,2361.11,1114.7,4226.45,46,0.79,High,17,13,2,5,23,19,10,11,150.06,199.71,224.42,153.64,60 days,2636.25,2675.57,4372.09
2020-10-30,27848.84,3954.39,2947.24,879.95,1331.45,6522.93,65,0.89,Low,12,8,7,2,19,19,11,18,72.54,123.67,101.93,162.44,60 days,3954.23,2886.23,1111.6
2020-10-31,24107.95,2262.51,3030.48,825.79,2951.12,3495.97,44,0.78,Medium,4,4,6,6,14,24,9,11,115.32,160.74,140.08,164.29,30 days,4915.28,2447.09,1173.37
2020-11-01,30178.1,3579.33,1961.55,1364.07,3346.79,7544.44,62,0.82,High,5,13,5,9,16,13,10,15,50.74,206.26,123.06,211.14,90 days,3814.33,1817.96,3325.09
2020-11-02,25689.97,2580.52,3613.69,2519.26,994.2,4075.11,49,0.8,Medium,10,8,4,6,15,15,8,11,89.17,82.1,249.18,89.32,60 days,3424.66,2720.7,1521.78
2020-11-03,30520.18,3852.83,3121.19,1115.87,2043.18,4022.97,51,0.79,High,14,9,9,6,9,8,7,6,56.16,161.8,232.2,197.93,30 days,4714.81,2262.01,3516.52
2020-11-04,14603.62,1796.86,1160.29,658.13,1221.11,3907.54,43,0.71,Medium,12,7,6,7,26,14,10,11,156.43,207.12,164.7,222.53,90 days,3976.41,1005.56,3263.77
2020-11-05,24445.88,4560.86,2104.89,829.27,774.21,3069.91,49,0.79,Medium,8,7,4,5,21,13,11,11,103.15,193.84,146.33,184.02,60 days,2891.45,2870.6,4205.65
2020-11-06,24282.43,2149.64,3636.42,2646.86,1543.96,6859.03,47,0.92,Low,8,5,5,6,23,12,8,13,122.01,105.94,249.66,87.94,60 days,3861.71,1925.87,4188.97
2020-11-07,19252.96,2471.14,951.03,2084.46,1016.69,7375.17,44,0.87,Low,11,3,10,6,29,15,10,18,164.22,212.33,107.14,205.29,90 days,4237.28,1348.71,4329.79
2020-11-08,25265.71,1232.37,3876.53,1133.0,2658.81,6070.81,51,0.74,High,13,8,4,5,19,15,16,12,179.44,92.51,143.42,195.65,60 days,4312.98,1366.02,4737.03
2020-11-09,22106.82,1446.05,2973.32,1888.24,2147.8,3941.0,46,0.85,High,12,9,3,7,27,14,10,10,127.5,93.37,198.12,207.35,30 days,2023.73,1682.43,3360.99
2020-11-10,25089.03,3063.45,2820.4,1818.95,1017.12,4426.39,50,0.92,Low,12,8,7,6,25,15,7,17,147.47,75.46,196.69,145.25,30 days,4295.43,1084.98,1579.14
2020-11-11,17909.61,2070.37,1665.79,2138.59,626.8,5379.63,40,0.88,High,10,11,10,4,19,16,10,12,160.4,78.9,173.36,200.34,60 days,4397.71,1611.02,4658.46
2020-11-12,28390.66,4341.92,1596.13,1082.97,2943.66,7771.73,50,0.74,High,12,12,5,6,28,9,11,20,92.8,181.86,241.34,90.41,60 days,2525.13,1182.31,4986.16
2020-11-13,25566.97,1058.77,3814.59,2661.01,1110.96,4236.76,58,0.92,Low,10,6,3,4,19,20,14,10,156.09,104.14,114.42,160.15,60 days,4552.97,1403.87,1153.86
2020-11-14,23202.08,2516.38,1754.47,1273.42,2358.03,6658.23,49,0.78,Medium,13,7,3,8,13,14,12,8,148.05,199.06,172.35,156.04,30 days,4136.61,1036.09,3408.01
2020-11-15,27424.64,2349.38,3281.62,2235.33,1577.07,5197.24,50,0.81,High,10,9,5,3,24,12,4,13,116.46,197.22,215.89,212.96,30 days,3858.8,2362.02,2496.83
2020-11-16,17003.29,1077.31,2057.99,540.31,2297.91,4489.24,43,0.83,Low,13,10,8,7,10,15,8,10,101.11,78.64,111.84,207.38,60 days,4307.62,2151.18,2215.0
2020-11-17,18435.63,1497.47,1245.61,1431.64,1515.4,5279.58,41,0.91,High,12,8,5,6,15,13,7,17,196.05,145.18,226.81,183.15,30 days,2759.19,1184.33,4077.1
2020-11-18,18167.3,2654.57,834.29,1379.27,852.12,3356.03,53,0.93,High,16,10,3,8,19,11,7,13,197.95,178.31,185.04,93.85,90 days,2462.77,2550.78,2205.54
2020-11-19,26396.54,2971.46,2541.62,1858.71,1246.56,6993.44,55,0.93,Low,11,8,4,9,17,17,7,9,154.27,169.22,138.59,198.11,30 days,2207.26,2376.1,1598.7
2020-11-20,23967.02,2617.16,3922.49,681.84,1145.37,4216.51,52,0.7,Low,11,5,4,8,18,13,14,14,107.62,76.59,186.58,166.35,60 days,3297.48,1308.8,1970.53
2020-11-21,24034.76,3123.75,1981.24,2475.33,1841.26,6627.06,50,0.93,High,15,9,6,4,26,12,10,11,162.73,111.48,237.05,199.74,30 days,3519.06,1082.82,3149.49
2020-11-22,26519.24,3380.53,1943.02,1044.45,2509.02,3341.74,53,0.71,High,4,13,4,7,21,16,11,7,151.89,157.92,247.87,219.83,90 days,2310.75,1270.08,2016.73
2020-11-23,20063.23,1039.7,1901.09,2192.59,1365.04,7775.49,53,0.77,Medium,7,14,5,6,16,17,9,14,131.75,153.49,120.66,139.26,60 days,3196.64,1233.81,2398.01
2020-11-24,22324.71,2856.38,2465.74,2508.03,635.0,3965.07,55,0.83,Medium,9,9,6,7,26,9,6,11,69.78,190.24,233.63,187.84,30 days,2783.03,2220.69,3299.29
2020-11-25,29989.12,4854.0,2210.13,1904.69,2104.92,7413.71,50,0.82,Low,15,4,5,6,19,19,6,15,191.99,68.97,76.95,225.54,90 days,4654.02,1102.47,3768.31
2020-11-26,29903.11,3076.13,3615.73,2352.21,2356.7,7047.37,49,0.85,High,7,10,7,9,19,10,12,10,84.91,136.86,71.31,100.25,30 days,3717.63,1621.9,1280.16
2020-11-27,31136.14,3710.17,2417.67,2154.65,3392.32,7839.3,47,0.82,Low,7,4,6,5,24,8,12,14,108.99,195.83,178.29,204.75,90 days,2524.0,1718.03,2645.92
2020-11-28,24273.33,2247.46,2424.83,1388.82,2309.47,5389.45,43,0.93,Low,17,9,6,4,24,19,12,12,101.36,218.99,156.7,88.42,90 days,3455.48,1171.4,3857.89
2020-11-29,28110.91,4095.97,1242.79,2522.15,1966.4,6636.99,56,0.76,High,7,4,5,7,19,9,9,11,73.06,80.56,154.45,67.83,30 days,2124.12,1686.55,2311.42
2020-11-30,31983.28,4091.69,3944.77,1236.75,2262.86,4853.55,52,0.77,Medium,11,9,3,3,22,17,7,10,53.68,163.35,112.13,204.76,60 days,3347.04,2132.45,4029.8
2020-12-01,27794.58,3085.18,1599.91,1928.03,3290.91,3921.84,49,0.93,Low,15,3,5,7,25,18,5,15,189.47,60.21,177.54,223.38,90 days,4704.53,1644.38,2369.81
2020-12-02,31337.12,4904.06,1034.77,2363.49,3002.3,5215.38,49,0.72,Low,9,11,4,5,19,12,14,14,160.92,115.92,73.05,70.31,60 days,3558.89,2861.36,4037.18
2020-12-03,24027.76,1502.2,2922.07,1447.39,1536.64,3828.75,60,0.85,High,12,7,3,5,21,23,9,15,53.11,131.16,148.09,204.33,90 days,2648.43,1571.89,4823.18
2020-12-04,19845.64,1067.79,2705.17,1256.92,1288.04,7910.22,42,0.87,Medium,9,4,3,8,21,11,13,13,153.17,115.34,136.05,180.4,90 days,4751.07,2301.92,3016.6
2020-12-05,26163.82,4080.63,2128.47,1648.37,1361.64,3481.23,38,0.83,Medium,7,8,4,4,17,13,10,12,69.46,159.92,104.75,180.47,90 days,4821.38,2077.41,2931.02
2020-12-06,29496.07,4228.62,2151.02,2544.91,2062.82,5946.06,47,0.87,High,12,6,5,5,25,13,5,7,158.6,62.46,161.93,140.84,60 days,2825.7,1750.34,2937.87
2020-12-07,26033.92,1480.83,3312.2,2824.8,2757.74,6132.32,49,0.74,Low,13,5,3,3,15,11,7,12,125.78,205.32,194.25,133.82,30 days,2521.2,2937.77,4809.45
2020-12-08,24280.11,2062.33,1426.28,1862.71,2059.34,5690.4,64,0.91,High,13,6,4,7,23,18,7,10,196.68,110.96,216.33,126.55,90 days,2271.69,2717.83,1637.1
2020-12-09,24201.88,1070.21,3424.81,2153.67,796.61,6310.93,58,0.74,High,10,5,2,4,26,10,9,14,114.85,84.06,153.2,128.0,30 days,4315.21,1401.34,3961.18
2020-12-10,27796.58,2173.23,2875.99,2758.18,2698.38,3580.9,57,0.8,Medium,11,8,2,4,16,11,8,16,162.34,129.31,113.18,219.63,90 days,4144.89,2944.93,3758.94
2020-12-11,28981.3,4092.57,2140.7,746.37,2937.31,5775.09,45,0.72,Low,11,11,2,7,22,17,4,13,56.2,142.24,107.78,199.6,90 days,4302.44,1038.18,3529.77
2020-12-12,23533.99,3071.84,2265.69,1080.2,1439.54,4436.06,50,0.84,Low,11,9,4,9,19,10,11,6,190.33,68.32,174.25,116.76,90 days,2486.07,1021.66,3957.64
2020-12-13,23276.39,2392.38,1621.27,2272.25,2525.96,7700.88,56,0.87,Medium,9,5,1,2,22,14,17,15,134.37,187.85,140.07,187.19,90 days,4922.4,1190.86,2277.24
2020-12-14,27069.51,2486.96,3206.77,2559.36,1837.12,6810.36,53,0.94,Low,13,9,6,13,18,14,9,10,97.13,177.99,127.16,173.32,30 days,2575.24,1711.32,4712.1
2020-12-15,25496.95,1005.41,2441.2,2642.57,3178.45,7862.57,65,0.88,Low,18,9,9,4,23,11,12,8,69.03,141.89,164.14,204.59,30 days,2113.77,1729.91,4631.23
2020-12-16,22464.15,2199.2,1826.73,1537.77,3051.15,3187.78,44,0.84,High,12,9,7,8,20,8,15,15,146.12,89.75,170.16,80.17,60 days,3179.72,1111.63,1921.92
2020-12-17,31510.64,3585.83,2707.36,723.35,2123.75,4425.67,65,0.93,High,10,9,7,7,26,12,13,9,161.94,208.25,112.09,180.52,90 days,3663.7,2486.07,3057.44
2020-12-18,35030.84,4896.78,3986.35,1594.45,2605.37,3977.11,55,0.82,High,8,10,3,5,26,18,10,18,62.8,187.07,138.09,105.41,30 days,3248.44,1641.74,2254.34
2020-12-19,30185.85,4388.24,2192.84,1076.84,3161.71,3055.77,49,0.84,Low,10,7,6,4,20,11,9,12,74.7,97.39,197.39,104.86,30 days,3455.98,2896.01,4163.1
2020-12-20,23705.5,1094.38,3746.21,1227.99,2037.58,4211.63,51,0.85,Low,16,11,4,5,19,21,12,9,107.81,177.76,139.73,181.45,30 days,3683.25,2996.47,4601.17
